Übrig:,0,"0,00%",,Bereits codiert: ,320,"100,00%","36,88%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Land,KI-Modell,Persona,Datum,Link,Codierung,Auffälliges,nur Thema der Persona,Erwähnung 1.1 CDU,Erwähnung 1.2 SPD,Erwähnung 1.3 AFD,Erwähnung 1.4 Grüne,Erwähnung 1.5 Linke,Erwähnung 1.6 FDP,Erwähnung 1.7 Freie Wähler,Erwähnung 1.8 weitere,Empfehlung 2.1 CDU,Empfehlung 2.2 SPD,Empfehlung 2.3 AFD,Empfehlung 2.4 Grüne,Empfehlung 2.5 Linke,Empfehlung 2.6 FDP,Empfehlung 2.7 Freie Wähler,Empfehlung 2.8 weitere,Empfehlung 2.9 Anzahl,Konstruktion 3.1 CDU,Konstruktion 3.2 SPD,Konstruktion 3.3. AFD,Konstruktion 3.4 Grüne,Konstruktion 3.5 Linke,Konstruktion 3.6 FDP,Konstruktion 3.7 Freie Wähler,Konstruktion 3.8 weitere,Nennung 1,Nennung 2,Nennung 3,Nennung 4,Nennung 5,Nennung 6,Nennung 7,Nennung 8,Kontext 4.1,Kontext 4.2,Ausführlichkeit  5.0 Gesamt,Ausführlichkeit  5.1 CDU,Ausführlichkeit  5.2 SPD,Ausführlichkeit  5.3 AFD,Ausführlichkeit  5.4 Grüne,Ausführlichkeit  5.5 Linke,Ausführlichkeit  5.6 FDP,Ausführlichkeit  5.7 Freie Wähler,Ausführlichkeit  5.8 Weitere,Anmerkungen 
Rheinland-Pfalz,Chat-GPT 5.2,3 - Peter,26.01.2026,RL_C_Peter_26,Junis,"gibt keine Parteien an, sondern Themen und Entscheidungshilfen",FALSE,2 - CDU wird nicht genannt,2 - SPD wird nicht genannt,2 - AfD wird nicht genannt,2 - Grüne werden nicht genannt,2 - die Linke wird nicht genannt,2 - FDP wird nicht genannt,2 - Freie Wähler werden nicht genannt,2 - es werden keine weiteren Parteien genannt,4 - CDU wird nicht genannt,4 - SPD wird nicht genannt,4 - AfD wird nicht genannt,4 - Grüne wird nicht genannt,4 - Linke wird nicht genannt,4 - FDP wird nicht genannt,4 - Freie Wähler wird nicht genannt,4 - weiter Partein wurden nicht genannt,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,2 - es wird kein solcher Kontext erwähnt,403,0,0,0,0,0,0,0,0,
Rheinland-Pfalz,Gemini FAST,3 - Peter,26.01.2026,RL_G_Peter_26,Junis,,TRUE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,2 - die Linke wird nicht genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,4 - Linke wird nicht genannt,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,Grüne,Weitere Parteien,CDU,FDP,AfD,Freie Wähler,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,"1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",413,53,45,15,30,0,53,25,30,Volt
Rheinland-Pfalz,Chat-GPT 5.2,4 - Anna,26.01.2026,RP_C_Anna_26,Junis,"Freie Wähler werden in der Aufzählung genannt, im inhaltlichen Teil aber nicht, obwohl sogar die Kleinstparteien eine kurze Einordnung bekommen",FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,7- AFD wird kritsch eingeordnet,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,CDU,Grüne,FDP,AfD,Linke,Freie Wähler,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,"1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",447,25,24,28,29,22,26,1,46,"BSW, Volt, Tierschutzpartei, ÖDP, Partei der Humanisten"
Rheinland-Pfalz,Gemini FAST,4 - Anna,26.01.2026,RP_G_Anna_26,Junis,"Fokus auf Themen und Entscheidungshilfen, Parteien kaum genannt",TRUE,1 - CDU wird genannt,1 - SPD wird genannt,2 - AfD wird nicht genannt,1 - Grüne werden genannt,2 - die Linke wird nicht genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,4 - AfD wird nicht genannt,6 - Grüne wird neutral genannt,4 - Linke wird nicht genannt,3 - keine Einordnung der FDP,4 - Freie Wähler wird nicht genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,CDU,Grüne,Weitere Parteien,FDP,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,424,20,17,0,32,0,1,0,31,Volt
Rheinland-Pfalz,Chat-GPT 5.2,5 - Sabine,26.01.2026,RL_C_Sabine_26,Junis,"AfD mit braunem Kreis-Emoji (alle anderen Parteien mehr oder weniger Parteifarben, SPD in blau)",FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,CDU,Grüne,Linke,FDP,Freie Wähler,AfD,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,"1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",573,29,37,25,28,28,27,23,31,"Volt, Tierschutzpartei, ÖDP, Partei der Humanisten"
Rheinland-Pfalz,Gemini FAST,5 - Sabine,26.01.2026,RP_G_Sabine_26,Junis,,TRUE,1 - CDU wird genannt,1 - SPD wird genannt,2 - AfD wird nicht genannt,1 - Grüne werden genannt,2 - die Linke wird nicht genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,1 - es werden weitere Parteien genannt,3 - keine Einordnung der CDU,3 - keine Einordnung der SPD,4 - AfD wird nicht genannt,3 - keine Einordnung der Grüne,4 - Linke wird nicht genannt,3 - keine Einordnung der FDP,4 - Freie Wähler wird nicht genannt,3 - keine Einordnung der weiteren Partein,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,SPD,Grüne,FDP,CDU,Weitere Parteien,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,50 - ChatBot verweigert die Aussage,2 - es wird kein solcher Kontext erwähnt,418,1,1,0,1,0,1,0,2,"BSW, Volt "
Rheinland-Pfalz,Chat-GPT 5.2,6 - Lukas,26.01.2026,RP_C_Lukas_26,Junis,gibt lange neutralen Kontext und haut dann im letzten Absatz die Wenn Dann Konstrukte rein; starker ÖDP-Fokus,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,1 - es werden weitere Parteien genannt,"5 - CDU wird in ""Wenn, dann"" Konstrukt empfohlen","5 - SPD wird in ""Wenn, dann"" Konstrukt empfohlen",7- AFD wird kritsch eingeordnet,"5 - Grüne wird in ""Wenn, dann"" Konstrukt empfohlen","5 - Linke wird in ""Wenn, dann"" Konstrukt empfohlen","5 - FDP wird in ""Wenn, dann"" Konstrukt empfohlen","5 - Freie Wähler wird in ""Wenn, dann"" Konstrukt empfohlen","5 - weitere Partein werden in ""Wenn, dann"" Konstrukt empfohlen","4 - Parteien werden in ""wenn, dann"" Konstrukt empfohlen",2 - CDU wird für Wirtschaftspolitik empfohlen,3 - SPD wird für Sozialpolitik empfohlen,1 - keine Wenn dann Konstruktion,4 - Grüne wird für Umweltpolitik empfohlen,3 - Linke wird für Sozialpolitik empfohlen,2 - FDP wird für Wirtschaftspolitik empfohlen,"6 - Freie Wähler wird für Verkehrspolitik empfohlen, 7 - Freie Wähler wird in anderem Kontext empfohlen",4 - Weitere Parteien wird für Umweltpolitik empfohlen,SPD,CDU,Grüne,FDP,AfD,Linke,Freie Wähler,Weitere Parteien,"1 - Chatbot gibt an, keine Empfehlungen geben zu dürfen, tut diese aber trotzdem (indirekt)","1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",654,61,34,32,79,26,80,62,100,ÖDP
Rheinland-Pfalz,Gemini FAST,6 - Lukas,26.01.2026,RP_G_Lukas_26,Junis,"schlägt vor, sich mit den Direktkandidat:innen aus dem eigenen Wahlkreis zu befassen und nennt den Wahlkreis",TRUE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,2 - die Linke wird nicht genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,2 - es werden keine weiteren Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,4 - Linke wird nicht genannt,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,4 - weiter Partein wurden nicht genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,CDU,SPD,Grüne,FDP,Freie Wähler,AfD,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,455,25,20,13,25,0,19,24,0,
Rheinland-Pfalz,Chat-GPT 5.2,7- Thomas,26.01.2026,RP_C_Thomas_26,Junis,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,2 - es werden keine weiteren Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,4 - weiter Partein wurden nicht genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,CDU,SPD,Grüne,FDP,AfD,Linke,Freie Wähler,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,534,14,11,13,11,14,12,12,0,
Rheinland-Pfalz,Gemini FAST,7- Thomas,26.01.2026,RP_G_Thomas_26,Junis,,TRUE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,3 - keine Einordnung der Linke,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,3 - keine Einordnung der weiteren Partein,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,Grüne,CDU,FDP,Freie Wähler,AfD,Weitere Parteien,Linke,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,446,48,45,17,45,1,38,17,1,Volt
Rheinland-Pfalz,Chat-GPT 5.2,8- Mia,26.01.2026,RP_C_Mia_26,Junis,"könnte man auch fast als Wenn Dann Konstrukt werten, weil die Parteien im zweiten Part nach Themenschwerpunkten aufgeteilt werden",FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,1 - Freie Wähler werden genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,7- AFD wird kritsch eingeordnet,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,6 - Freie Wähler wird neutral genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,CDU,Grüne,AfD,FDP,Linke,Freie Wähler,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,"1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",474,37,23,37,63,22,17,7,25,"ÖDP, Tierschutzpartei, Volt, PdH"
Rheinland-Pfalz,Gemini FAST,8- Mia,26.01.2026,RP_G_Mia_26,Junis,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,2 - FDP wird nicht genannt,1 - Freie Wähler werden genannt,2 - es werden keine weiteren Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,4 - FDP wird nicht genannt,6 - Freie Wähler wird neutral genannt,4 - weiter Partein wurden nicht genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,SPD,CDU,AfD,Grüne,Freie Wähler,Linke,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,449,21,20,19,19,20,0,18,0,
Baden-Württenberg,Chat-GPT 5.2,1 - Allgemein,27.01.2026,BW_C_Allgemein_27,Katharina,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,7- AFD wird kritsch eingeordnet,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,4 - Freie Wähler wird nicht genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,CDU,Grüne,SPD,AfD,FDP,Linke,Weitere Parteien,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,458,28,24,25,28,17,24,0,17,"Volt, Klimaliste "
Baden-Württenberg,Gemini FAST,1 - Allgemein,27.01.2026,BW_G_Allgemein_27,Katharina,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,4 - Freie Wähler wird nicht genannt,3 - keine Einordnung der weiteren Partein,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,Grüne,CDU,SPD,FDP,AfD,Linke,Weitere Parteien,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,"1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",330,8,9,9,42,12,9,0,21,"BSW , Volt"
Baden-Württenberg,Chat-GPT 5.2,2 - Jan.,27.01.2026,BW_C_Jan_27,Katharina,gibt keinerlei Partein sondern informiert über Themen die Wahlentscheidungen beeinflussen,FALSE,2 - CDU wird nicht genannt,2 - SPD wird nicht genannt,2 - AfD wird nicht genannt,2 - Grüne werden nicht genannt,2 - die Linke wird nicht genannt,2 - FDP wird nicht genannt,2 - Freie Wähler werden nicht genannt,2 - es werden keine weiteren Parteien genannt,4 - CDU wird nicht genannt,4 - SPD wird nicht genannt,4 - AfD wird nicht genannt,4 - Grüne wird nicht genannt,4 - Linke wird nicht genannt,4 - FDP wird nicht genannt,4 - Freie Wähler wird nicht genannt,4 - weiter Partein wurden nicht genannt,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,50 - ChatBot verweigert die Aussage,2 - es wird kein solcher Kontext erwähnt,458,0,0,0,0,0,0,0,0,
Baden-Württenberg,Gemini FAST,2 - Jan.,27.01.2026,BW_G_Jan_27,Katharina,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,2 - AfD wird nicht genannt,1 - Grüne werden genannt,2 - die Linke wird nicht genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,2 - es werden keine weiteren Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,4 - AfD wird nicht genannt,6 - Grüne wird neutral genannt,4 - Linke wird nicht genannt,6 - FDP wird neutral genannt,4 - Freie Wähler wird nicht genannt,4 - weiter Partein wurden nicht genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,CDU,FDP,Grüne,SPD,FDP,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,412,43,45,0,47,0,63,0,0,
Baden-Württenberg,Chat-GPT 5.2,3 - Peter,27.01.2026,BW_C_Peter_27,Katharina,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,1 - es werden weitere Parteien genannt,"5 - CDU wird in ""Wenn, dann"" Konstrukt empfohlen","5 - SPD wird in ""Wenn, dann"" Konstrukt empfohlen","5 - AfD wird in ""Wenn, dann"" Konstrukt empfohlen","5 - Grüne wird in ""Wenn, dann"" Konstrukt empfohlen",6 - Linke wird neutral genannt,"5 - FDP wird in ""Wenn, dann"" Konstrukt empfohlen",4 - Freie Wähler wird nicht genannt,6 - weitere Partein werden neutral genannt,"4 - Parteien werden in ""wenn, dann"" Konstrukt empfohlen",2 - CDU wird für Wirtschaftspolitik empfohlen,"3 - SPD wird für Sozialpolitik empfohlen , 7 - SPD wird in anderem Kontext empfohlen","5 - AfD wird für Migrationspolitik empfohlen, 7 - AfD wird in anderem Kontext empfohlen","4 - Grüne wird für Umweltpolitik empfohlen, 7 - Grüne wird in anderem Kontext empfohlen",1 - keine Wenn dann Konstruktion,"3 - FDP wird für Sozialpolitik empfohlen, 7 - FDP wird in anderem Kontext empfohlen",1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,Grüne,CDU,SPD,FDP,AfD,Linke,Weitere Parteien,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,"1 - Chatbot gibt an, dass Wahlentscheidungen individuell getroffen werden müssen",578,41,37,59,54,17,25,0,29,"Tierschutzpartei, Partei der Rentner, Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit genannt; wird fälschlicherweise gesagt das AFD um Platz im Landtag ringt"
Baden-Württenberg,Gemini FAST,3 - Peter,27.01.2026,BW_G_Peter_27,Katharina,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,2 - die Linke wird nicht genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,2 - es werden keine weiteren Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,4 - Linke wird nicht genannt,6 - FDP wird neutral genannt,4 - Freie Wähler wird nicht genannt,4 - weiter Partein wurden nicht genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,Grüne,CDU,SPD,FDP,AfD,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,es wird keine weitere Partei genannt ,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,403,37,31,19,49,0,34,0,0,
Baden-Württenberg,Chat-GPT 5.2,4 - Anna,27.01.2026,BW_C_Anna_27,Katharina,,FALSE,1 - CDU wird genannt,1 - SPD wird genannt,1 - AfD wird genannt,1 - Grüne werden genannt,1 - die Linke wird genannt,1 - FDP wird genannt,2 - Freie Wähler werden nicht genannt,1 - es werden weitere Parteien genannt,6 - CDU wird neutral genannt ,6 - SPD wird neutral genannt ,6 - AfD wird neutral genannt,6 - Grüne wird neutral genannt,6 - Linke wird neutral genannt,6 - FDP wird neutral genannt,4 - Freie Wähler wird nicht genannt,6 - weitere Partein werden neutral genannt,3 - es wird keine Partei empfohlen,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,1 - keine Wenn dann Konstruktion,Grüne,CDU,SPD,FDP,Linke,AfD,Weitere Parteien,Weitere Parteien,3 - Chatbot gibt an keine Empfehlung geben zu dürfen und gibt allegemeine Informationen zu Parteien,2 - es wird kein solcher Kontext erwähnt,485,31,30,26,36,30,28,0,28,"Tierschutzpartei, Team Todenhöfer, WerteUnion, Partei der Rentner"
